Title,Brand,Quantity,MRP,ean_code,Unit,TLC,MLC,LLC,Images
Corn Flakes Kellogg's 2x875 g,Kellogg's,2x875 g,760,,g,Snacks & Branded Foods,Breakfast Cereals,Flakes,https://www.bigbasket.com/media/uploads/p/l/1205196_1-kelloggs-corn-flakes.jpg
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 131.25 g,Cadbury Oreo,131.25 g,35,7622202395598,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/277584_41-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-2_23-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-3_20-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-4_20-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-5_19-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-6_14-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-7_12-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-8_7-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-9_7-cadbury-oreo-creme-biscuit-vanilla-original.jpg, https://www.bigbasket.com/media/uploads/p/l/277584-10_1-cadbury-oreo-creme-biscuit-vanilla-original.jpg"
"Vanilla Crème - Original, Chocolatey Sandwich Biscuit Cadbury Oreo 20 g",Cadbury Oreo,20 g,5,40237188,g,Snacks & Branded Foods,Biscuits & Cookies,Cookies,"https://www.bigbasket.com/media/uploads/p/l/40237188_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-2_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-3_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-4_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-5_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-6_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-7_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/40237188-8_1-cadbury-oreo-vanilla-creme-original-chocolatey-sandwich-biscuit.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 43.75 g,Cadbury Oreo,43.75 g,10,8622201756697,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/100423120_42-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-2_24-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-3_24-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-4_24-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-5_23-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-6_19-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-7_10-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-8_10-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-9_10-cadbury-oreo-creame-biscuit-vanilla.jpg, https://www.bigbasket.com/media/uploads/p/l/100423120-10_2-cadbury-oreo-creame-biscuit-vanilla.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 6x43.75 g,Cadbury Oreo,6x43.75 g,60,1224674,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1224674_5-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-2_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-3_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-4_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-5_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-6_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-7_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-8_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-9_3-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224674-10_1-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 288.75 g,Cadbury Oreo,288.75 g,99,7622202015342,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/40122466_16-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-2_16-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-3_17-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-4_17-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-5_17-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-6_15-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-7_15-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-8_14-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-9_8-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40122466-10_1-cadbury-oreo-vanilla-creme-biscuit-family-pack.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 3 x 113.75 g,Cadbury Oreo,3 x 113.75 g,105,,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1200588_12-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-2_10-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-3_10-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-4_10-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-5_10-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-6_10-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-7_8-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-8_7-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-9_7-cadbury-oreo-biscuit-vanilla-creme.jpg, https://www.bigbasket.com/media/uploads/p/l/1200588-10_1-cadbury-oreo-biscuit-vanilla-creme.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 12x43.75 g,Cadbury Oreo,12x43.75 g,120,1224623,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/1224623_5-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-2_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-3_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-4_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-5_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-6_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-7_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-8_4-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-9_3-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg, https://www.bigbasket.com/media/uploads/p/l/1224623-10_1-cadbury-oreo-vanilla-flavour-creme-sandwich-biscuit.jpg"
Vanilla Flavour Creme Sandwich Biscuit Cadbury Oreo 481.25 g,Cadbury Oreo,481.25 g,159,76222017566918,g,Snacks & Branded Foods,Biscuits & Cookies,Cream Biscuits & Wafers,"https://www.bigbasket.com/media/uploads/p/l/40194051_18-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-2_18-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-3_20-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-4_18-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-5_18-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-6_17-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-7_13-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-8_13-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-9_9-cadbury-oreo-vanilla-jumbo-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40194051-10_3-cadbury-oreo-vanilla-jumbo-pack.jpg"
Namkeen - Aloo Bhujia Haldiram's 20 g,Haldiram's,20 g,5,8904004400687,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,"https://www.bigbasket.com/media/uploads/p/l/20004468_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20004468-2_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20004468-3_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20004468-4_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20004468-5_1-haldirams-namkeen-aloo-bhujia.jpg"
Namkeen - Aloo Bhujia Haldiram's 42 g,Haldiram's,42 g,10,890400440069,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,"https://www.bigbasket.com/media/uploads/p/l/20002407_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20002407-2_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20002407-3_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/20002407-4_1-haldirams-namkeen-aloo-bhujia.jpg"
Namkeen - Aloo Bhujia Haldiram's 3X20 g,Haldiram's,3X20 g,15,1227444,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,https://www.bigbasket.com/media/uploads/p/l/1227444_1-haldirams-namkeen-aloo-bhujia.jpg
Namkeen - Aloo Bhujia Haldiram's 3X42 g,Haldiram's,3X42 g,30,1227235,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,https://www.bigbasket.com/media/uploads/p/l/1227235_1-haldirams-namkeen-aloo-bhujia.jpg
Namkeen - Aloo Bhujia Haldiram's 200 g,Haldiram's,200 g,52,8904004400762,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,"https://www.bigbasket.com/media/uploads/p/l/263128_3-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/263128-2_3-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/263128-3_3-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/263128-4_3-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/263128-5_3-haldirams-namkeen-aloo-bhujia.jpg"
Namkeen - Aloo Bhujia Haldiram's 6x42g,Haldiram's,6x42g,60,,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,https://www.bigbasket.com/media/uploads/p/l/1203932_1-haldirams-namkeen-aloo-bhujia.jpg
Namkeen - Aloo Bhujia Haldiram's 400 g,Haldiram's,400 g,90,8904004400779,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,"https://www.bigbasket.com/media/uploads/p/l/264454_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/264454-2_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/264454-3_1-haldirams-namkeen-aloo-bhujia.jpg, https://www.bigbasket.com/media/uploads/p/l/264454-4_1-haldirams-namkeen-aloo-bhujia.jpg"
Namkeen - Aloo Bhujia Haldiram's 3x150 g,Haldiram's,3x150 g,156,,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,https://www.bigbasket.com/media/uploads/p/l/1201902_1-haldirams-namkeen-aloo-bhujia.jpg
Namkeen - Aloo Bhujia Haldiram's 2x350 g,Haldiram's,2x350 g,180,,g,Snacks & Branded Foods,Snacks & Namkeen,Namkeen & Savoury Snacks,https://www.bigbasket.com/media/uploads/p/l/1201911_1-haldirams-namkeen-aloo-bhujia.jpg
Mixed Fruit Jam Kissan 90 g,Kissan,90 g,20,8901030686726,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Jam, Conserve, Marmalade","https://www.bigbasket.com/media/uploads/p/l/266547_18-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266547-2_10-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266547-3_8-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266547-4_8-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266547-5_5-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266547-6_2-kissan-mixed-fruit-jam.jpg"
Jam - Mixed Fruit Kissan 2 x 90 g,Kissan,2 x 90 g,40,,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Jam, Conserve, Marmalade",https://www.bigbasket.com/media/uploads/p/l/1206550_1-kissan-jam-mixed-fruit.jpg
Mixed Fruit Jam Kissan 200 g,Kissan,200 g,75,8901030401152,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Jam, Conserve, Marmalade","https://www.bigbasket.com/media/uploads/p/l/266543_10-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-2_5-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-3_5-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-4_6-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-5_4-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-6_2-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-7_2-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-8_1-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266543-9_1-kissan-mixed-fruit-jam.jpg"
Mixed Fruit Jam Kissan 500 g,Kissan,500 g,175,8901030326936,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Jam, Conserve, Marmalade","https://www.bigbasket.com/media/uploads/p/l/266577_11-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-2_4-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-3_4-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-4_4-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-5_4-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-6_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-7_2-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-8_1-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/266577-9_1-kissan-mixed-fruit-jam.jpg"
Mixed Fruit Jam Kissan 700 g,Kissan,700 g,262,8901030831720,g,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Jam, Conserve, Marmalade","https://www.bigbasket.com/media/uploads/p/l/40002118_13-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-2_6-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-3_5-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-4_6-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-5_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-6_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-7_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-8_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-9_3-kissan-mixed-fruit-jam.jpg, https://www.bigbasket.com/media/uploads/p/l/40002118-10_3-kissan-mixed-fruit-jam.jpg"
"KitKat Share & Snap, 2x3 Fingers, Chocolate Coated Wafer Bar Nestle  57 g",Nestle ,57 g,40,8901058009811,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/40179355_23-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-2_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-3_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-4_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-5_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-6_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-7_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40179355-8_2-nestle-kitkat-share-snap-wafer-bar-coated-with-chocolate.jpg"
Kitkat Chocolate Coated Wafer Bar Nestle  11.9 g,Nestle ,11.9 g,10,89011058873412,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/20005896_12-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-2_11-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-3_11-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-4_11-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-5_11-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-6_8-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-7_7-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/20005896-8_4-nestle-kitkat-crispy-wafer-bar.jpg"
Kitkat Chocolate Coated Wafer Bar Nestle  18.5 g,Nestle ,18.5 g,20,8901058001846,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/100532699_29-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-2_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-3_4-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-4_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-5_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-6_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-7_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-8_1-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100532699-9_1-nestle-kitkat-crispy-wafer-bar.jpg"
Kitkat Chocolate Coated Wafer Bar Nestle  28.5 g,Nestle ,28.5 g,25,890105894741,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/40122230_10-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40122230-2_10-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40122230-3_10-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40122230-4_10-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40122230-5_10-nestle-kitkat-crispy-wafer-bar.jpg"
KitKat 4 Finger Chocolate Coated Wafer Bar Nestle  38.5 g,Nestle ,38.5 g,30,8901058903164,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/40018531_33-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40018531-2_33-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40018531-3_28-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40018531-4_28-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40018531-5_28-nestle-kitkat-crispy-wafer-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40018531-6_26-nestle-kitkat-crispy-wafer-bar.jpg"
Kitkat Family Time Break Coated Wafer Nestle  61.6 g,Nestle ,61.6 g,65,8901058904798,g,Snacks & Branded Foods,Chocolates & Candies,Chocolates,"https://www.bigbasket.com/media/uploads/p/l/271675_9-nestle-kitkat-chocolate-wafers-party-pack-2-fingers.jpg, https://www.bigbasket.com/media/uploads/p/l/271675-2_6-nestle-kitkat-chocolate-wafers-party-pack-2-fingers.jpg, https://www.bigbasket.com/media/uploads/p/l/271675-3_6-nestle-kitkat-chocolate-wafers-party-pack-2-fingers.jpg, https://www.bigbasket.com/media/uploads/p/l/271675-4_6-nestle-kitkat-chocolate-wafers-party-pack-2-fingers.jpg, https://www.bigbasket.com/media/uploads/p/l/271675-5_5-nestle-kitkat-chocolate-wafers-party-pack-2-fingers.jpg"
"Kit Kat - 4 Crisp Finger Covered Wafer, Milk Chocolate Nestle  41.5 g",Nestle ,41.5 g,99,40231295,g,Gourmet & World Food,Chocolates & Biscuits,International Chocolates,"https://www.bigbasket.com/media/uploads/p/l/40231295_1-nestle-kit-kat-4-crisp-finger-covered-wafer-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40231295-2_1-nestle-kit-kat-4-crisp-finger-covered-wafer-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40231295-3_1-nestle-kit-kat-4-crisp-finger-covered-wafer-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40231295-4_1-nestle-kit-kat-4-crisp-finger-covered-wafer-milk-chocolate.jpg"
Kitkat Mini Crisps Wafers In Milk Chocolate Nestle  200 g,Nestle ,200 g,599,5000189974579,g,Gourmet & World Food,Chocolates & Biscuits,International Chocolates,"https://www.bigbasket.com/media/uploads/p/l/40269735_1-nestle-kitkat-mini-crisps-wafers-in-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40269735-2_1-nestle-kitkat-mini-crisps-wafers-in-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40269735-3_1-nestle-kitkat-mini-crisps-wafers-in-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40269735-4_1-nestle-kitkat-mini-crisps-wafers-in-milk-chocolate.jpg, https://www.bigbasket.com/media/uploads/p/l/40269735-5_1-nestle-kitkat-mini-crisps-wafers-in-milk-chocolate.jpg"
"Chikki, Peanut Bar Paper Boat 25 g",Paper Boat,25 g,10,8906080600920,g,Snacks & Branded Foods,Indian Mithai,Chikki & Gajjak,"https://www.bigbasket.com/media/uploads/p/l/40117875_12-paper-boat-chikki-peanut-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40117875-2_10-paper-boat-chikki-peanut-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40117875-3_10-paper-boat-chikki-peanut-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40117875-4_9-paper-boat-chikki-peanut-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40117875-5_9-paper-boat-chikki-peanut-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40117875-6_6-paper-boat-chikki-peanut-bar.jpg"
